Author,Rating,Review,Restaurant,Location,Label,Language
John Isaac Johnston,4,"Because of the rave reviews we just had to give this place a try, it certainly is a unique and refreshing concept thrown into the Kawasan industrial wilderness, amazingly though it seems to be surviving quite nicely, well beyond the",People & Places Cafe,JB,Positive,English
Chong Abbie,4," Alam sekitar baik dan makanan juga sangat sedap, tetapi saya memesan makanan sebanyak tiga kali dan menunggu selama kira-kira 15 minit sebelum saya berlari ke atas dan mengatakan bahawa dapur itu salah. Saya bertanya jika saya boleh menukarnya, dan bertanya sama ada saya boleh menukarnya, dan bertanya sama ada saya boleh menukarnya, dan bertanya sama ada saya boleh menukarnya. Saya bertanya sama ada saya boleh menukarnya, dan bertanya sama ada saya boleh menukarnya. Saya bertanya sama ada saya boleh menukarnya, dan bertanya sama ada saya boleh menukarnya. Saya bertanya sama ada saya boleh menukarnya, atau tidak. Saya bertanya sama ada saya boleh menukarnya.",Fei Bo Snow Beer Ipoh Garden East 肥波雪花啤酒,Ipoh,Positive,Malay
Harbans J,5, Loving the Palak Paneer and Dhal Makhani.,Restaurant D' Tandoori House,Melaka,Positive,Malay
Mack Quah,3,Some misses. Chap chay was a watered down version and the Ayam buah keluak was a let down,Cottage Spices Nyonya Restaurant,Melaka,Neutral,English
Tsunami Sarawak,1, Terlalu banyak dan terlalu mahal dan terlalu mahal. Terlalu mahal dan terlalu mahal.,KUEH FAH CAFE,Kuching,Negative,Malay
王湧智（マイク）,4,Nice place to eat,Makan Kitchen,JB,Positive,English
FOO EE LIM,3,"Good environment, but food so so.",Ken’s Kitchen Kuching,Kuching,Neutral,English
Sun Soon021094,5,Nice steak. Reccomended,NOSH by Poké Twins,JB,Positive,English
Aminuddin Rashid,4," bagus, saya sangat gembira.",Restoran Nasi Briyani Bukhara,Ipoh,Positive,Malay
Fara Nini,3,It's okay,Ho Seng Kee Wanton Mee,JB,Neutral,English
Laura Williams,5, Pizza yang menakjubkan! Pizza Balkanico adalah yang terbaik!! Kami terpaksa mendapatkan pizza pepperoni kecil setelah pizza-pizza itu sangat sedap. Lokasi yang bagus juga kerana anda boleh mendapatkan bir murah di dalam Big Bottle. Lokasi yang bagus kerana anda boleh mendapatkan bir murah di dalam Big Bottle. Lokasi yang bagus kerana anda boleh mendapatkan bir murah di dalam Big Bottle. Lokasi yang baik kerana anda boleh mendapatkan bir murah di dalam Big Bottle. Lokasi yang baik kerana anda boleh mendapatkan bir murah di dalam Big Bottle. Lokasi yang baik kerana anda boleh mendapatkan bir murah di dalam Big Bottle.,Balkanico Handmade Pizza 全手工意大利披萨,Kuching,Positive,Malay
Georgy Malenkov,5,Large quantity and reasonable. You can eat delicious goat meat.The taste was good but it was a little oily and I was not hungry the next,Curry House,Kuching,Positive,English
stella tham,4, Makanan yang sesuai dengan citarasa saya dan persekitarannya baik. Makanan ini sesuai dengan selera saya dan persekitarannya.,EverGreen Restaurant,JB,Positive,Malay
ec business advisory,5,"Nice place for dinner, value for food",Yi Jia Seafood Sdn. Bhd.,JB,Positive,English
Denny Lee,5,Nice food,Grand Straits Garden Seafood Restaurant,JB,Positive,English
Rahman Samsul,5,Concept memang best ✊🏻,Galanggal Cafe,Ipoh,Positive,English
Michelle Noelle Ng,5,"This is an ideal place for your fam and friends to hang out. The food selection is diversely curated. The price is reasonable for a cafe in Kuching compared to overrated cut-throat ones in particular. Move aside, Bl*ndsm*ths!",Le Parlour Cafe Studio,Kuching,Positive,English
James Hunt,3,"It’s an ok attempt at a hipster western breakfast place. Stars removed because the meals don’t come out at the same time. Lobster burger served quickly, but stone cold by the time Hashtag was served. Expect better kitchen management.",Wonderboom,Kuching,Neutral,English
Oh Ah lai,4,Good food! Fair price! Good service! Food won't wait long!,Restaurant Lee Swee Meng,Melaka,Positive,English
Ong Zhi Huang,3, Nice naan & tandoori. Sangat sesak. Tidak sangat kebersihan. Tidak terlalu baik.,Pak Putra Restaurant,Melaka,Neutral,Malay
Azrie Gm,5,Cheap and quite tasty,Mat Corner Nasi Ambang,JB,Positive,English
De' Morriz,2, Kurang pelanggan...makanan disajikan dengan cepat. Sangat cepat.,Topspot Food Court,Kuching,Negative,Malay
Wern Tan,4," Makanan sedap sementara anda mencuci kereta di seberang jalan, apa yang tidak anda suka? Juga gerai Satay yang terkenal di tepi jalan adalah satu perkara yang perlu ditambah. Juga, gerai Satay yang terkenal di tepi jalan adalah wajib ditambah.",Kedai Makanan Hook Sang,JB,Positive,Malay
Farah Cassey,5," Makanan mereka sangat sedap, perkhidmatan yang baik dan kucing yang cantik. Makanan mereka sangat sedap, perkhidmatan yang baik, dan kucing yang cantik.",C.A.T.S Cafe (JB) - Cats At Their Sanctuary,JB,Positive,Malay
Anthony Lau,5,Good quality food 😃,Zu Sakuraitei,Kuching,Positive,English
Desmond Kee,4, Pusat makanan yang dihiasi waktu di Johor Bahru ini dikenali oleh semua orang di Johor Bahru dan banyak hidangan tempatan. Ia terkenal dengan pelbagai hidangan tempatan. Pusat makanan yang dihiasi waktu ini dikenali oleh semua orang di Johor Bahru dan banyak hidangan tempatan.,食得福美食中心Cedar Point Food Centre,JB,Positive,Malay
Jovi Sheh,3,more variability,食得福美食中心Cedar Point Food Centre,JB,Neutral,English
Donny Lau,3," Rasa itu agak baik. Pengalaman makan sangat sedap, tetapi sekurang-kurangnya ia kemas dan bersih, makanan keluar dengan cepat dan perkhidmatan memuaskan. Tetapi saya secara peribadi merasa terlalu mahal, berdasarkan kualiti makanan dan penyediaan restoran tidak sepadan dengan standard harga. Saya rasa ia terlalu mahal, berdasarkan kualiti makanan dan penyediaan restoran tidak sepadan dengan standard harga. Saya rasa ia terlalu mahal, berdasarkan kualiti makanan dan penyediaan restoran tidak sepadan dengan standard harga. Saya rasa ia terlalu mahal, berdasarkan kualiti makanan dan penyediaan restoran tidak sepadan dengan standard harga. Saya rasa ia terlalu mahal, berdasarkan kualiti makanan dan penyediaan restoran tidak sesuai dengan standard harga.",Fork & Knife Restaurant,Kuching,Neutral,Malay
Mohamad Azizul Kamarudin,5, Makanan yang baik dan buah-buahan yang sedap dan berperisa. Makanan yang baik dan berperisa.,Keeper's Ground,Kuching,Positive,Malay
steven loke,5,Best timsum in Bercham,Sun Kok Kee Restaurant,Ipoh,Positive,English
Farashina Fisichella,4, Murah dan memuaskan. Perkhidmatannya juga sangat cepat. Mereka juga menyajikan makanan barat. Cadangan saya adalah mee rebus khas mereka. Resipi mereka adalah mee rebus khas. Saya mengesyorkan mereka. Mee rebus khas mereka adalah mee rebus. Saya mengesyorkan mereka. Mee rebus adalah resipi utama. Saya juga mengesyorkan mee rebus.,Restoran Mee Rebus Ramli @ Taman Tasek Jaya,Ipoh,Positive,Malay
Gregorius Sebastian,5,Lovely food! The chicken tandoori and the naan bread are very recommended,Pak Putra Restaurant,Melaka,Positive,English
Aaron Chang,5,Zinc would be much better with a DJ :),Zinc Restaurant & Bar,Kuching,Positive,English
Mickael Chia,5, Tandas bersih. Kopi yang baik (ambil dari RM 2.10). Gerai tart di sini sangat sedap. Gerai tart di sini sangat sedap. Gerai tart di sini sangat sedap.,Restoran Sin Lean Lee,Ipoh,Positive,Malay
Joel Fu,3," Makanan adalah sederhana. Apabila anda mendekati kawasan perumahan, bersedia untuk didekati oleh beberapa pemilik gerai yang cuba menjual anda untuk memberi sokongan kepada gerai mereka. Ketika saya berada di sana pada bulan Januari, air surut untuk membentuk apa yang seperti paya di sekitar kawasan perumahan, bukannya sungai yang pernah menjadi tarikan yang menakjubkan.",Monterios Portuguese Seafood Stall,Melaka,Neutral,Malay
aamiazi aamiazi,5,The food is yummy. Reasonably priced too. Will come again inshaaAllah.,Dallah Restaurant (Johor Bahru),JB,Positive,English
Zamri KL,5,"Sting bradee die punye sotong salt egg.potion many gile.keep quality, can go far",KrustyJcrab (Official),JB,Positive,English
ken ngai-foong,4,"Tried out this coffeeshop and surprisingly not too bad at all. Inside its old fashion style with lots of woody stuff. We tried the chee cheong fun both curry and plain style and conclude both are good. The curry pork skin is, well, not the",Lim Ko Pi,Ipoh,Positive,English
Yeelun Lai,3, Bagus tidak bagus. Bagus tidak bagus. Bagus tidak bagus.,Permas Jaya One Two Eat Cafe,JB,Neutral,Malay
Moochi D,3,Expensive delicious Indian food ... .. 😔,Rock Bottom Malacca,Melaka,Neutral,English
Phil Kamp,5," Makanan India terbaik di bandar, makanan yang sedap, kakitangan yang mesra dan sangat murah. Boleh mengesyorkan hidangan set Masala Dosai atau daun pisang atau set daun pisang. Bolehkah anda mengesyorkan hidangan Masala Dosai atau daun pisang?",Selvam Restaurant,Melaka,Positive,Malay
Eng Liang Poh,3,Getting pricier,Coppola Pizza Restaurant,JB,Neutral,English
Mohd Adib,4,Food and environment is good,Nur Tahara Restaurant,JB,Positive,English
bharat lal,4,Good service halal burger double,Dutch Harbour Cafe,Melaka,Positive,English
Nur Ihsan Fadhlina,4,The best mee rebus in town 👌,Restoran Mee Rebus Ramli @ Taman Tasek Jaya,Ipoh,Positive,English
kualijules,4,Love the tiramisu! Will return to try other dishes in their extensive menu.,Al Dente,Kuching,Positive,English
Michael Kesuma,5,I came here with my family. Luckily the crowd is not many. So we no need to queue for long time. Ordered just a simple food. Chicken and rice ball and some drinks. The rice ball is very yummy. The chicken is also much softer compared any,Ee Ji Ban Chicken Rice Ball,Melaka,Positive,English
Lai Chen Wen,4, Kreatif dengan hidangan dan rasanya juga sedap! Suka cheese beehoon & rojak pork chop!,Restoran Tong Sheng,Melaka,Positive,Malay
TERRENCE TEY,5,The premium beef burger was actually mind-blowingly good. Tasted better than burger joints such as burgerlab etc...  A must try !,Fifty Trees,JB,Positive,English
Richard Siaw,3,So so,Kedai Makanan Hook Sang,JB,Neutral,English
Luluby 1990,5,"All the items ordered came very fast!! All of them went past my expectations.Very worth the price,honestly it wasn’t as expensive as I thought it would be.And i also like how we can order through the website.But I suggest for u to book a table since it’s kind of limited",Nirawan9 Royal Thai Cuisine,Kuching,Positive,English
Nor Hamka Bunsu Drahman,3,"Nice eating outlet & lots of local food serve e.g  kolo mee,laksa especially the nasi lemak really fantastic..",Kopi O' Corner,Kuching,Neutral,English
syamala muniandy,4, Makanan di sini sangat sedap dengan harga yang berpatutan. Anda boleh memilih makanan laut anda (hidup). Pelbagai pilihan...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...harga harga...,Grand Bayview Seafood Restaurant,JB,Positive,Malay
KL Cheong,4," Makanan adalah baik mengikut standard Ipoh. Harga adalah ok. Untuk perbandingan, charsiu bao adalah RM2.00. Portion kecil. Saya pergi ke sana pada hari Rabu jam 8.30 pagi dan tempat itu penuh. Terdapat tempat dimsum yang lain dengan orang ramai yang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang. Jika anda ingin perkhidmatan yang baik, kurang kurang kurang kurang.",Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh,Positive,Malay
Vincent Lim,5,good to eat,我家餐館Our Kitchen Nyonya Restaurant,Melaka,Positive,English
Yut Tung Wong,4,Nice place for dinner,B @ Green House,Kuching,Positive,English
Keith Lim,5, Saya telah melihat sedikit pemandangan yang sangat hijau.,食得福美食中心Cedar Point Food Centre,JB,Positive,Malay
Ahmed Ba salem,5," Makanan India terbaik di Melaka, Malaysia. Makanan India terbaik di Melaka.",Restaurant D' Tandoori House,Melaka,Positive,Malay
Ginny Li,1, Perkhidmatan perkhidmatan buruk adalah perkhidmatan yang buruk.,Sid's Pub @ Jonker’s,Melaka,Negative,Malay
Elaine Chin,1, Alam sekitar sangat selesa dan sedap tetapi saya sangat kecewa dengan perkhidmatan dan makanan. Saya memesan stik rare rib eye steak yang berharga RM70+ dan dihidangkan dengan warna biru biru. Saya memesan stik rare rib eye steak yang berharga RM70+ dan dihidangkan dengan brownies. Saya juga memesan stik rare rib eye steak yang berharga RM70+ dan dihidangkan dengan brownies.,STG Tea House Cafe,Ipoh,Negative,Malay
Blyjo Blyjo,5, Saya berikan 5 bintang.. Saya beri 5 bintang..,Sun Marpoh Restaurant,Ipoh,Positive,Malay
suriLH,5,Spicy sour he is all delicious! 😍 I've eaten at Dulang Lima twice with my family..satisfied ... thank youuuu,Dulang Lima Cafe,JB,Positive,English
Jackie Wong,5, Pizza TERBAIK di Malaysia! Pizza Real NY. Kuku yang hebat. Memiliki 2 pizza 12 inci - 1 dengan sos merah & 2 dengan putih. Kedua-duanya hebat. Juga mempunyai cannoli yang juga sangat baik. Saya sangat mengesyorkan. Saya sangat mengesyorkan.,Giovannis,JB,Positive,Malay
Syarif Zulfi,5, Makanan yang murah dan berkualiti baik makanan yang berkualiti baik.,New Atmosferah Restaurant,Kuching,Positive,Malay
Mehryar Zarepour,4,The place and the decoration is nice. The quality is good but the prices are higher than usual. The staff is friendly.,Plan B (Ipoh),Ipoh,Positive,English
Nyan Fatt Liew,1,"Food quality are bad. Sushi rice is dry, curry is bland, fried chicken over fried till scorched.",Sushi Mentai,Kuching,Negative,English
